Customer ID,gross_invoicing,credit_notes,n_invoices,last_activity,top_line_concentration,net_ledger,funding_in_use,dilution_rate,days_since_activity,dilution_component,concentration_component,dormancy_component,risk_score,priority
15455,38.25,0.0,1,2010-04-21 12:43:00,0.6666666666666666,38.25,30.6,0.0,597,0.0,0.1667,0.25,0.4167,12.75
15456,2119.27,0.0,10,2011-03-01 13:51:00,0.08561438608577482,2119.27,1695.4160000000002,0.0,282,0.0,0.0214,0.25,0.2714,460.14
15457,237.07,0.0,1,2011-03-22 15:31:00,0.08394145189184629,237.07,189.656,0.0,261,0.0,0.021,0.25,0.271,51.4
15458,370.43999999999994,0.0,2,2011-11-14 13:08:00,0.10689990281827015,370.43999999999994,296.352,0.0,24,0.0,0.0267,0.0667,0.0934,27.68
15459,202.82999999999998,0.0,2,2010-10-18 15:25:00,0.4407632007099541,202.82999999999998,162.264,0.0,416,0.0,0.1102,0.25,0.3602,58.45
15460,216.76,0.0,1,2010-12-20 16:08:00,0.060896844436242846,216.76,173.40800000000002,0.0,353,0.0,0.0152,0.25,0.2652,45.99
15461,429.7,38.4,3,2010-09-05 12:31:00,1.0,391.3,313.04,0.08936467302769374,460,0.1489,0.25,0.25,0.6489,203.13
15462,737.05,0.0,4,2011-09-06 13:11:00,0.08140560341903536,737.05,589.64,0.0,93,0.0,0.0204,0.25,0.2704,159.44
15463,126.14,0.0,1,2011-11-10 12:57:00,0.2425876010781671,126.14,100.912,0.0,28,0.0,0.0606,0.0778,0.1384,13.97
15464,1048.85,0.0,1,2011-01-05 15:56:00,0.057110168279544266,1048.85,839.0799999999999,0.0,337,0.0,0.0143,0.25,0.2643,221.77
15465,12655.65,429.5,39,2011-11-20 10:11:00,0.35874885920517713,12226.15,9780.92,0.03393741135382221,19,0.0566,0.0897,0.0528,0.1991,1947.38
15466,1571.01,0.0,4,2011-09-15 14:08:00,0.022533274772280256,1571.01,1256.808,0.0,84,0.0,0.0056,0.2333,0.2389,300.25
15467,524.88,13.0,4,2011-11-30 14:17:00,0.16060813900320073,511.88,409.504,0.024767565919829294,8,0.0413,0.0402,0.0222,0.1037,42.47
15468,1430.48,43.0,7,2011-11-04 13:11:00,0.04227951456853643,1387.48,1109.9840000000002,0.030059840053688273,34,0.0501,0.0106,0.0944,0.1551,172.16
15469,874.25,39.849999999999994,6,2011-10-27 19:16:00,0.09516728624535316,834.4,667.52,0.04558192736631397,42,0.076,0.0238,0.1167,0.2165,144.52
15470,63.419999999999995,0.0,1,2010-05-13 09:35:00,0.3311258278145695,63.419999999999995,50.736,0.0,575,0.0,0.0828,0.25,0.3328,16.88
15471,1316.56,0.0,3,2011-12-07 14:12:00,0.247918818739746,1316.56,1053.248,0.0,1,0.0,0.062,0.0028,0.0648,68.25
15472,371.56,0.0,1,2011-08-18 15:17:00,0.04467649908493918,371.56,297.248,0.0,112,0.0,0.0112,0.25,0.2612,77.64
15473,2046.0,306.0,11,2011-11-25 15:15:00,0.49853372434017595,1740.0,1392.0,0.1495601173020528,13,0.2493,0.1246,0.0361,0.41,570.72
15474,163.1,0.0,1,2010-04-23 11:14:00,0.21704475781729005,163.1,130.48,0.0,595,0.0,0.0543,0.25,0.3043,39.71
15475,454.10999999999996,0.0,1,2011-09-23 15:20:00,0.10526083988460945,454.10999999999996,363.288,0.0,76,0.0,0.0263,0.2111,0.2374,86.24
15476,2209.98,29.700000000000003,5,2010-11-24 15:17:00,0.07384682214318682,2180.28,1744.2240000000002,0.013439035647381425,379,0.0224,0.0185,0.25,0.2909,507.39
15477,368.4,0.0,1,2010-02-28 10:37:00,0.8306188925081434,368.4,294.71999999999997,0.0,649,0.0,0.2077,0.25,0.4577,134.89
15478,2024.98,0.0,3,2011-10-30 14:19:00,0.09323548874556786,2024.98,1619.9840000000002,0.0,39,0.0,0.0233,0.1083,0.1316,213.19
15479,147.4,0.0,1,2009-12-06 15:08:00,0.12109905020352782,147.4,117.92000000000002,0.0,732,0.0,0.0303,0.25,0.2803,33.05
15480,6279.0,2686.75,7,2011-08-15 14:32:00,0.42789456919891705,3592.25,2873.8,0.42789456919891705,115,0.5,0.107,0.25,0.857,2462.85
15481,1993.34,0.0,1,2010-11-03 14:52:00,0.15351119227025997,1993.34,1594.672,0.0,400,0.0,0.0384,0.25,0.2884,459.9
15482,14592.56,6484.73,24,2011-11-24 10:46:00,0.11103603480129601,8107.83,6486.264,0.4443860432987769,15,0.5,0.0278,0.0417,0.5695,3693.93
15483,862.2,0.0,10,2011-07-01 13:07:00,0.04732080723729992,862.2,689.7600000000001,0.0,160,0.0,0.0118,0.25,0.2618,180.58
15484,4656.0,31.2,7,2011-12-08 15:03:00,0.042804982817869416,4624.8,3699.84,0.006701030927835051,0,0.0112,0.0107,0.0,0.0219,81.03
15485,5771.51,147.0,8,2011-11-09 14:31:00,0.11881639293703034,5624.51,4499.608,0.02546993767662189,29,0.0424,0.0297,0.0806,0.1527,687.09
15486,102.0,0.0,1,2010-06-30 13:15:00,1.0,102.0,81.60000000000001,0.0,526,0.0,0.25,0.25,0.5,40.8
15487,231.32,0.0,1,2010-01-29 12:07:00,0.12969047207331835,231.32,185.056,0.0,679,0.0,0.0324,0.25,0.2824,52.26
15488,431.92,0.0,5,2011-09-08 10:11:00,0.3443230227819967,431.92,345.53600000000006,0.0,92,0.0,0.0861,0.25,0.3361,116.13
15489,2419.61,92.25000000000001,12,2011-11-17 08:53:00,0.04215555399423874,2327.36,1861.8880000000001,0.03812597898008357,22,0.0635,0.0105,0.0611,0.1351,251.54
15490,217.6,29.5,2,2010-10-05 13:14:00,0.16268382352941177,188.1,150.48,0.13556985294117646,429,0.2259,0.0407,0.25,0.5166,77.74
15491,3100.09,9.24,7,2011-09-05 15:56:00,0.060849846294784994,3090.8500000000004,2472.6800000000003,0.002980558628943031,94,0.005,0.0152,0.25,0.2702,668.12
15492,659.4599999999999,0.0,2,2011-11-11 14:53:00,0.0909835319807115,659.4599999999999,527.568,0.0,27,0.0,0.0227,0.075,0.0977,51.54
15493,4314.9800000000005,34.55,11,2011-11-07 12:04:00,0.05909645004148338,4280.43,3424.3440000000005,0.008006989603659807,32,0.0133,0.0148,0.0889,0.117,400.65
15494,3780.05,9.1,6,2011-11-18 14:51:00,0.04047565508392746,3770.9500000000003,3016.76,0.0024073755638152933,20,0.004,0.0101,0.0556,0.0697,210.27
15495,246.5,0.0,1,2010-11-25 13:46:00,0.12170385395537525,246.5,197.20000000000002,0.0,378,0.0,0.0304,0.25,0.2804,55.29
15496,146.14000000000001,0.0,1,2010-03-18 13:16:00,0.10811550567948541,146.14000000000001,116.91200000000002,0.0,630,0.0,0.027,0.25,0.277,32.38
15497,8657.39,13.93,11,2011-11-22 11:51:00,0.10118523019062328,8643.46,6914.768,0.0016090299732367376,17,0.0027,0.0253,0.0472,0.0752,519.99
15498,26039.58,2178.77,55,2011-12-09 10:28:00,0.04019650086522133,23860.81,19088.648,0.08367147242774269,0,0.1395,0.01,0.0,0.1495,2853.75
15499,161.6,0.0,1,2009-12-16 12:17:00,0.07301980198019803,161.6,129.28,0.0,723,0.0,0.0183,0.25,0.2683,34.69
15500,1131.56,0.0,4,2011-12-01 13:47:00,0.0449379617519177,1131.56,905.248,0.0,7,0.0,0.0112,0.0194,0.0306,27.7
15501,402.5,0.0,2,2010-10-31 11:15:00,0.05863354037267081,402.5,322.0,0.0,404,0.0,0.0147,0.25,0.2647,85.23
15502,13993.47,5319.94,27,2011-11-24 12:48:00,0.24732607423319591,8673.529999999999,6938.824,0.38017303785265555,15,0.5,0.0618,0.0417,0.6035,4187.58
15503,267.15,0.0,2,2010-12-12 10:57:00,0.037244993449373015,267.15,213.72,0.0,362,0.0,0.0093,0.25,0.2593,55.42
15504,423.85,9.95,5,2011-09-19 13:45:00,0.141559513979002,413.90000000000003,331.12000000000006,0.023475286068184498,80,0.0391,0.0354,0.2222,0.2967,98.24
15505,3610.96,113.82000000000001,7,2011-10-18 07:56:00,0.056494671777034364,3497.14,2797.712,0.03152070363559829,52,0.0525,0.0141,0.1444,0.211,590.32
15506,2040.03,0.0,6,2011-11-17 12:11:00,0.05882266437258276,2040.03,1632.0240000000001,0.0,22,0.0,0.0147,0.0611,0.0758,123.71
15507,492.36,0.0,1,2011-06-21 11:19:00,0.06702412868632708,492.36,393.88800000000003,0.0,171,0.0,0.0168,0.25,0.2668,105.09
15508,1000.27,0.0,6,2011-06-03 15:43:00,0.08922590900456877,1000.27,800.216,0.0,188,0.0,0.0223,0.25,0.2723,217.9
15509,166.51,0.0,1,2010-11-24 14:48:00,0.12251516425439914,166.51,133.208,0.0,379,0.0,0.0306,0.25,0.2806,37.38
15510,250.0,0.0,1,2011-01-13 12:10:00,1.0,250.0,200.0,0.0,330,0.0,0.25,0.25,0.5,100.0
15511,909.23,0.0,5,2011-11-28 09:43:00,0.112182836026088,909.23,727.384,0.0,11,0.0,0.028,0.0306,0.0586,42.62
15512,331.58,0.0,4,2011-07-07 10:20:00,0.21171361360757587,331.58,265.264,0.0,155,0.0,0.0529,0.25,0.3029,80.35
15513,27750.55,486.1,41,2011-11-08 16:21:00,0.034312833439337234,27264.45,21811.56,0.017516769937893126,30,0.0292,0.0086,0.0833,0.1211,2641.38
15514,6598.55,1176.2700000000002,20,2011-11-27 14:40:00,0.1216024732706428,5422.28,4337.824,0.17826189086996388,11,0.2971,0.0304,0.0306,0.3581,1553.37
15515,171.81,0.0,1,2010-11-17 13:39:00,0.34922297887200976,171.81,137.448,0.0,386,0.0,0.0873,0.25,0.3373,46.36
15516,62.43,0.0,3,2011-10-26 10:51:00,0.13887554060547813,62.43,49.944,0.0,44,0.0,0.0347,0.1222,0.1569,7.84
15517,267.03,0.0,1,2011-04-20 14:02:00,0.11459386585776879,267.03,213.624,0.0,232,0.0,0.0286,0.25,0.2786,59.52
15518,4218.94,115.16,23,2011-10-06 13:05:00,0.0664266379706751,4103.78,3283.024,0.02729595585621033,63,0.0455,0.0166,0.175,0.2371,778.4
15519,344.61,0.0,2,2010-11-21 14:35:00,0.3666753721598328,344.61,275.68800000000005,0.0,382,0.0,0.0917,0.25,0.3417,94.2
15520,343.5,0.0,1,2011-12-08 10:58:00,0.10096069868995633,343.5,274.8,0.0,1,0.0,0.0252,0.0028,0.028,7.69
15521,7106.69,432.25,24,2011-11-03 13:52:00,0.0681751982990675,6674.44,5339.552,0.060822971031521005,35,0.1014,0.017,0.0972,0.2156,1151.21
15522,398.84,0.0,2,2011-11-07 11:26:00,0.1498345201083141,398.84,319.072,0.0,32,0.0,0.0375,0.0889,0.1264,40.33
15523,17359.99,139.95,18,2011-09-16 16:29:00,0.16387394232369953,17220.04,13776.032000000001,0.008061640588502643,83,0.0134,0.041,0.2306,0.285,3926.17
15524,591.4,0.0,2,2011-11-15 12:09:00,0.7439972945552925,591.4,473.12,0.0,24,0.0,0.186,0.0667,0.2527,119.56
15525,1295.7,14.899999999999999,5,2011-12-07 15:39:00,0.04615265879447403,1280.8,1024.64,0.011499575519024464,1,0.0192,0.0115,0.0028,0.0335,34.33
15526,148.44,0.0,2,2011-11-06 15:04:00,0.8043654001616815,148.44,118.75200000000001,0.0,32,0.0,0.2011,0.0889,0.29,34.44
15527,5575.64,533.86,31,2011-11-21 12:17:00,0.10061625212531655,5041.780000000001,4033.424000000001,0.09574864948239126,18,0.1596,0.0252,0.05,0.2348,947.05
15528,229.33,0.0,1,2011-03-30 16:14:00,0.25291065277111585,229.33,183.46400000000003,0.0,253,0.0,0.0632,0.25,0.3132,57.46
15529,5111.95,27.450000000000003,13,2011-11-17 11:29:00,0.031592640773090507,5084.5,4067.6000000000004,0.0053697708310918545,22,0.0089,0.0079,0.0611,0.0779,316.87
15530,1813.72,0.0,5,2011-11-18 12:25:00,0.04228877665791854,1813.72,1450.976,0.0,21,0.0,0.0106,0.0583,0.0689,99.97
15531,2007.44,0.0,2,2011-12-01 18:43:00,0.03818295939106524,2007.44,1605.9520000000002,0.0,7,0.0,0.0095,0.0194,0.0289,46.41
15532,3771.9,63.849999999999994,12,2011-11-14 14:51:00,0.026379278347782285,3708.05,2966.4400000000005,0.016927808266390943,24,0.0282,0.0066,0.0667,0.1015,301.09
15533,807.57,60.65,5,2011-11-20 15:35:00,0.09807199375905494,746.9200000000001,597.5360000000001,0.07510184875614496,18,0.1252,0.0245,0.05,0.1997,119.33
15534,162.25,0.0,1,2009-12-14 12:48:00,0.21818181818181823,162.25,129.8,0.0,725,0.0,0.0545,0.25,0.3045,39.52
15535,1087.82,102.0,10,2011-06-19 16:02:00,0.08204482359213841,985.8199999999999,788.656,0.09376551267672961,172,0.1563,0.0205,0.25,0.4268,336.6
15536,259.09,0.0,1,2010-10-26 16:31:00,0.11810567756378093,259.09,207.272,0.0,408,0.0,0.0295,0.25,0.2795,57.93
15537,110.92,0.0,1,2011-06-29 13:10:00,0.17850703209520374,110.92,88.736,0.0,162,0.0,0.0446,0.25,0.2946,26.14
15538,3358.3999999999996,331.25,11,2010-06-20 10:49:00,0.5209623630300143,3027.1499999999996,2421.72,0.09863327775131016,537,0.1644,0.1302,0.25,0.5446,1318.87
15539,538.46,0.0,1,2011-12-02 13:36:00,0.11365746759276453,538.46,430.76800000000003,0.0,6,0.0,0.0284,0.0167,0.0451,19.43
15540,460.68,0.0,2,2011-11-28 13:51:00,0.06512112529304506,460.68,368.54400000000004,0.0,10,0.0,0.0163,0.0278,0.0441,16.25
15541,85.13000000000001,0.0,1,2011-08-17 14:58:00,0.10395865147421592,85.13000000000001,68.10400000000001,0.0,113,0.0,0.026,0.25,0.276,18.8
15542,918.45,22.55,4,2010-07-15 13:42:00,0.041646251837334634,895.9000000000001,716.7200000000001,0.024552234743317546,511,0.0409,0.0104,0.25,0.3013,215.95
15543,242.84,0.0,2,2011-02-24 15:26:00,0.1050074122879262,242.84,194.27200000000002,0.0,287,0.0,0.0263,0.25,0.2763,53.68
15544,8162.43,28.310000000000002,26,2011-12-01 09:16:00,0.04107845335273932,8134.12,6507.296,0.003468329896856696,8,0.0058,0.0103,0.0222,0.0383,249.23
15545,428.05,0.0,2,2011-10-16 13:24:00,0.10863216913911926,428.05,342.44000000000005,0.0,53,0.0,0.0272,0.1472,0.1744,59.72
15546,1079.1000000000001,539.5500000000001,3,2010-04-12 11:55:00,0.24242424242424246,539.5500000000001,431.6400000000001,0.5,606,0.5,0.0606,0.25,0.8106,349.89
15547,10154.39,13.5,28,2011-12-02 12:52:00,0.019853482090012302,10140.89,8112.7119999999995,0.001329474247099038,6,0.0022,0.005,0.0167,0.0239,193.89
15548,158.09,0.0,1,2010-04-23 12:20:00,0.32165222341704086,158.09,126.47200000000001,0.0,595,0.0,0.0804,0.25,0.3304,41.79
15549,2345.96,37.5,9,2011-09-23 16:22:00,0.05319783798530239,2308.46,1846.768,0.015984927279237497,76,0.0266,0.0133,0.2111,0.251,463.54
15550,2218.8,223.20000000000002,14,2011-12-05 15:38:00,0.09451054624121147,1995.6000000000001,1596.4800000000002,0.10059491617090319,3,0.1677,0.0236,0.0083,0.1996,318.66
15551,1710.08,50.8,9,2011-11-03 12:37:00,0.06324850299401198,1659.28,1327.424,0.0297062125748503,36,0.0495,0.0158,0.1,0.1653,219.42
15552,252.52,0.0,2,2011-05-06 14:47:00,0.12355456993505466,252.52,202.01600000000002,0.0,216,0.0,0.0309,0.25,0.2809,56.75
15553,437.23,0.0,1,2011-10-10 14:02:00,0.06827070420602428,437.23,349.78400000000005,0.0,59,0.0,0.0171,0.1639,0.181,63.31
15554,217.2,0.0,1,2011-03-07 09:00:00,0.0916206261510129,217.2,173.76,0.0,277,0.0,0.0229,0.25,0.2729,47.42
15555,12112.35,368.27,46,2011-11-27 16:19:00,0.04105313997696566,11744.08,9395.264000000001,0.030404504493347695,11,0.0507,0.0103,0.0306,0.0916,860.61
15556,279.77,0.0,1,2011-11-15 16:08:00,0.17871823283411375,279.77,223.816,0.0,23,0.0,0.0447,0.0639,0.1086,24.31
15557,473.65000000000003,0.0,1,2011-11-11 12:46:00,0.19001372321334317,473.65000000000003,378.9200000000001,0.0,28,0.0,0.0475,0.0778,0.1253,47.48
15558,214.13,70.80000000000001,2,2010-03-10 15:30:00,0.33064026525942186,143.32999999999998,114.66399999999999,0.3306402652594219,638,0.5,0.0827,0.25,0.8327,95.48
15559,1109.4,0.0,1,2010-05-20 14:06:00,0.027582477014602483,1109.4,887.5200000000001,0.0,567,0.0,0.0069,0.25,0.2569,228.0
15560,153.52,0.0,2,2010-11-07 10:15:00,0.12897342365815528,153.52,122.81600000000002,0.0,397,0.0,0.0322,0.25,0.2822,34.66
15561,1934.3899999999999,77.85000000000001,9,2011-11-28 11:07:00,0.06141470954667881,1856.54,1485.232,0.04024524527111907,11,0.0671,0.0154,0.0306,0.1131,167.98
15562,673.3800000000001,0.0,3,2010-12-23 09:55:00,0.227211975407645,673.3800000000001,538.7040000000001,0.0,351,0.0,0.0568,0.25,0.3068,165.27
15563,2867.0,85.79,11,2011-12-01 09:36:00,0.06321939309382629,2781.21,2224.9680000000003,0.02992326473665853,8,0.0499,0.0158,0.0222,0.0879,195.57
15564,70.74000000000001,0.0,2,2010-09-02 15:52:00,0.5046649703138253,70.74000000000001,56.59200000000001,0.0,462,0.0,0.1262,0.25,0.3762,21.29
15565,173.16,0.0,2,2011-10-20 14:33:00,0.1767151767151767,173.16,138.528,0.0,49,0.0,0.0442,0.1361,0.1803,24.98
15566,227.87,0.0,2,2010-11-12 12:11:00,0.22907798306051694,227.87,182.29600000000002,0.0,392,0.0,0.0573,0.25,0.3073,56.02
15567,186.01,0.0,1,2011-11-21 10:48:00,0.5367453362722435,186.01,148.808,0.0,18,0.0,0.1342,0.05,0.1842,27.41
15568,758.29,0.0,3,2011-12-07 11:27:00,0.1574595471389574,758.29,606.632,0.0,2,0.0,0.0394,0.0056,0.045,27.3
15569,3586.35,0.0,10,2011-08-28 10:15:00,0.13716173825755992,3586.35,2869.08,0.0,103,0.0,0.0343,0.25,0.2843,815.68
15570,9311.04,64.05,27,2011-12-02 14:47:00,0.023568795752139392,9246.990000000002,7397.5920000000015,0.006878930817610062,6,0.0115,0.0059,0.0167,0.0341,252.26
15571,4051.63,0.0,14,2011-11-28 10:02:00,0.06608451413381775,4051.63,3241.304,0.0,11,0.0,0.0165,0.0306,0.0471,152.67
15572,4068.67,0.0,10,2011-12-05 10:09:00,0.047927209628699306,4068.67,3254.936,0.0,4,0.0,0.012,0.0111,0.0231,75.19
15573,1207.18,0.0,5,2011-11-08 11:38:00,0.04063188588280124,1207.18,965.7440000000001,0.0,31,0.0,0.0102,0.0861,0.0963,93.0
15574,1518.7,42.0,7,2011-06-15 12:01:00,0.050372028708764074,1476.7,1181.3600000000001,0.027655231447948903,177,0.0461,0.0126,0.25,0.3087,364.69
15575,30.1,0.0,1,2010-03-30 12:50:00,0.49335548172757476,30.1,24.080000000000002,0.0,619,0.0,0.1233,0.25,0.3733,8.99
15576,940.6700000000001,0.0,1,2011-11-02 12:03:00,0.25411674657425026,940.6700000000001,752.5360000000001,0.0,37,0.0,0.0635,0.1028,0.1663,125.15
15577,397.98,0.0,5,2011-07-11 17:03:00,0.06256595808834615,397.98,318.384,0.0,150,0.0,0.0156,0.25,0.2656,84.56
15578,127.1,0.0,1,2011-06-30 13:03:00,0.31156569630212433,127.1,101.68,0.0,161,0.0,0.0779,0.25,0.3279,33.34
15579,1302.5,35.25,7,2011-10-02 12:45:00,0.03708253358925144,1267.25,1013.8000000000001,0.02706333973128599,68,0.0451,0.0093,0.1889,0.2433,246.66
15580,1381.19,159.24,14,2010-11-28 11:01:00,0.0471332691374829,1221.95,977.5600000000001,0.11529188598237752,376,0.1922,0.0118,0.25,0.454,443.81
15581,7794.59,1996.81,43,2011-08-11 09:38:00,0.38170577285014345,5797.780000000001,4638.224000000001,0.2561789651540363,120,0.427,0.0954,0.25,0.7724,3582.56
15582,682.9100000000001,0.0,3,2011-11-15 09:55:00,0.0777554875459431,682.9100000000001,546.3280000000001,0.0,24,0.0,0.0194,0.0667,0.0861,47.04
15583,107.86,0.0,1,2010-11-28 15:04:00,0.07880585944743186,107.86,86.28800000000001,0.0,375,0.0,0.0197,0.25,0.2697,23.27
15584,1277.5,2.5,7,2011-11-16 10:55:00,0.04207436399217221,1275.0,1020.0,0.0019569471624266144,23,0.0033,0.0105,0.0639,0.0777,79.25
15585,455.3,0.0,1,2011-06-16 08:38:00,0.08697562047001975,455.3,364.24,0.0,176,0.0,0.0217,0.25,0.2717,98.96
15586,1139.1,10.44,4,2010-04-27 17:07:00,0.12388727943112986,1128.6599999999999,902.9279999999999,0.009165130366078484,590,0.0153,0.031,0.25,0.2963,267.54
15587,1522.0800000000002,0.0,7,2011-10-20 13:37:00,0.5879848628192998,1522.0800000000002,1217.6640000000002,0.0,49,0.0,0.147,0.1361,0.2831,344.72
15588,579.6,0.0,1,2010-01-31 12:19:00,0.3519668737060041,579.6,463.68000000000006,0.0,677,0.0,0.088,0.25,0.338,156.72
15589,478.53000000000003,21.95,4,2011-04-01 11:22:00,0.06269199423233654,456.58000000000004,365.26400000000007,0.04586964244665956,252,0.0764,0.0157,0.25,0.3421,124.96
15590,1496.6,30.19,6,2011-02-23 16:36:00,0.03608178538019511,1466.4099999999999,1173.128,0.020172390752372045,288,0.0336,0.009,0.25,0.2926,343.26
15591,217.9,0.0,3,2010-05-06 09:23:00,0.36209270307480496,217.9,174.32000000000002,0.0,582,0.0,0.0905,0.25,0.3405,59.36
15592,388.58,0.0,1,2011-10-24 08:59:00,0.15440835863914767,388.58,310.86400000000003,0.0,46,0.0,0.0386,0.1278,0.1664,51.73
15593,199.8,0.0,1,2011-09-30 11:46:00,0.41741741741741745,199.8,159.84000000000003,0.0,70,0.0,0.1044,0.1944,0.2988,47.76
15594,1771.78,4.25,6,2011-11-24 08:53:00,0.0335256070166725,1767.53,1414.0240000000001,0.0023987176737518203,15,0.004,0.0084,0.0417,0.0541,76.5
15595,357.6,0.0,1,2010-08-09 12:27:00,0.6241610738255033,357.6,286.08000000000004,0.0,487,0.0,0.156,0.25,0.406,116.15
15596,3130.04,106.45,16,2011-08-31 10:55:00,0.06325797753383343,3023.59,2418.8720000000003,0.03400915004281096,100,0.0567,0.0158,0.25,0.3225,780.09
15597,563.37,8.850000000000001,3,2011-11-10 11:46:00,0.09904680760423877,554.52,443.616,0.015709036689919593,29,0.0262,0.0248,0.0806,0.1316,58.38
15598,548.02,5.0,4,2011-11-04 13:14:00,0.07353746213641837,543.02,434.416,0.009123754607496077,34,0.0152,0.0184,0.0944,0.128,55.61
15599,1250.06,0.0,3,2011-11-13 11:44:00,0.04326192342767547,1250.06,1000.048,0.0,26,0.0,0.0108,0.0722,0.083,83.0
15600,1199.31,20.6,5,2010-10-07 14:30:00,0.08855091677714688,1178.71,942.9680000000001,0.01717654317899459,427,0.0286,0.0221,0.25,0.3007,283.55
15601,14960.12,40.9,35,2011-11-28 15:15:00,0.052780325291508355,14919.220000000001,11935.376000000002,0.0027339352892891233,10,0.0046,0.0132,0.0278,0.0456,544.25
15602,3230.51,254.54,25,2011-12-01 14:14:00,0.2184175254062052,2975.9700000000003,2380.7760000000003,0.07879251263732351,7,0.1313,0.0546,0.0194,0.2053,488.77
15603,88.48,13.75,3,2011-09-22 10:04:00,0.39059674502712477,74.73,59.784000000000006,0.1554023508137432,78,0.259,0.0976,0.2167,0.5733,34.27
15604,216.39,0.0,1,2011-10-18 14:47:00,0.1380840149729655,216.39,173.112,0.0,51,0.0,0.0345,0.1417,0.1762,30.5
15605,1936.8,3.4,10,2011-11-03 14:17:00,0.03903345724907064,1933.3999999999999,1546.72,0.001755472945064023,35,0.0029,0.0098,0.0972,0.1099,169.98
15606,5230.99,497.52,19,2011-10-13 13:32:00,0.06448110204760477,4733.469999999999,3786.776,0.09511010344122241,56,0.1585,0.0161,0.1556,0.3302,1250.39
15607,1708.97,130.4,13,2011-01-07 12:44:00,0.052663300116444406,1578.57,1262.856,0.07630327039093723,336,0.1272,0.0132,0.25,0.3904,493.02
15608,1785.98,0.0,5,2011-11-11 13:20:00,0.06006786190214896,1785.98,1428.784,0.0,27,0.0,0.015,0.075,0.09,128.59
15609,298.48,28.45,2,2011-06-10 09:55:00,0.10050924685071026,270.03000000000003,216.02400000000003,0.09531626909675689,182,0.1589,0.0251,0.25,0.434,93.75
15610,112.46000000000001,0.0,1,2011-10-19 10:36:00,0.22230126267117195,112.46000000000001,89.96800000000002,0.0,51,0.0,0.0556,0.1417,0.1973,17.75
15611,2997.28,138.91,32,2011-11-30 12:36:00,0.15766294773928363,2858.3700000000003,2286.6960000000004,0.046345353120162275,9,0.0772,0.0394,0.025,0.1416,323.8
15612,195.15,0.0,2,2011-11-03 14:52:00,0.5488086087624904,195.15,156.12,0.0,35,0.0,0.1372,0.0972,0.2344,36.59
15613,433.71999999999997,0.0,1,2010-04-08 12:51:00,0.1394448030987734,433.71999999999997,346.976,0.0,609,0.0,0.0349,0.25,0.2849,98.85
15614,3147.36,138.5,7,2010-10-07 17:23:00,0.05242488943114229,3008.86,2407.088,0.04400513446189822,427,0.0733,0.0131,0.25,0.3364,809.74
15615,21373.97,91.89999999999999,54,2011-11-29 14:42:00,0.0425751509897319,21282.07,17025.656,0.004299622391160837,9,0.0072,0.0106,0.025,0.0428,728.7
15616,317.11,0.0,1,2010-09-27 13:10:00,0.21285989088959667,317.11,253.68800000000002,0.0,437,0.0,0.0532,0.25,0.3032,76.92
15617,828.5500000000001,0.0,3,2010-11-08 16:07:00,0.08961438657896324,828.5500000000001,662.8400000000001,0.0,395,0.0,0.0224,0.25,0.2724,180.56
15618,776.851,29.82,5,2011-11-07 08:34:00,0.055609119380679174,747.031,597.6247999999999,0.038385739350274374,32,0.064,0.0139,0.0889,0.1668,99.68
15619,336.40000000000003,0.0,1,2011-11-29 08:14:00,0.43103448275862066,336.40000000000003,269.12000000000006,0.0,10,0.0,0.1078,0.0278,0.1356,36.49
15620,1942.36,32.43,8,2011-10-20 19:17:00,0.02784241850120472,1909.9299999999998,1527.944,0.01669618402355897,49,0.0278,0.007,0.1361,0.1709,261.13
15621,1293.03,134.26000000000002,6,2011-12-05 14:01:00,0.463082836438443,1158.77,927.0160000000001,0.1038336310835789,3,0.1731,0.1158,0.0083,0.2972,275.51
15622,7852.61,534.53,30,2011-12-06 14:57:00,0.015281543333999779,7318.08,5854.464,0.06807036131935751,2,0.1135,0.0038,0.0056,0.1229,719.51
15623,2437.05,0.0,8,2011-07-21 17:26:00,0.057118237213023934,2437.05,1949.6400000000003,0.0,140,0.0,0.0143,0.25,0.2643,515.29
15624,588.13,0.0,4,2011-08-15 11:38:00,0.12038154829714522,588.13,470.504,0.0,116,0.0,0.0301,0.25,0.2801,131.79
15625,3236.4,33.15,14,2011-08-31 16:13:00,0.04189840563589173,3203.25,2562.6000000000004,0.010242862439747867,99,0.0171,0.0105,0.25,0.2776,711.38
15626,1067.52,18.150000000000002,4,2011-09-26 10:03:00,0.040467625899280574,1049.37,839.496,0.017002023381294966,74,0.0283,0.0101,0.2056,0.244,204.84
15627,566.9,0.0,2,2010-09-08 14:14:00,0.16532016228611748,566.9,453.52,0.0,456,0.0,0.0413,0.25,0.2913,132.11
15628,5652.26,48.900000000000006,21,2011-12-05 10:24:00,0.08141875992965646,5603.360000000001,4482.688000000001,0.008651406693959585,4,0.0144,0.0204,0.0111,0.0459,205.76
15629,2240.9,0.0,4,2010-09-15 13:46:00,0.05622740863046098,2240.9,1792.7200000000003,0.0,449,0.0,0.0141,0.25,0.2641,473.46
15630,1481.4,5.95,4,2011-10-25 15:36:00,0.06682867557715674,1475.45,1180.3600000000001,0.004016470905899824,44,0.0067,0.0167,0.1222,0.1456,171.86
